trading_day,bias_overnight,bias_gap,bias_dayhist,y,on_range,gap,rth_range
2022-09-23,0,0,0,1,231.0,101.75,242.5
2022-09-26,0,0,0,1,165.75,21.5,244.5
2022-09-27,0,1,0,1,226.75,150.5,334.5
2022-09-28,1,0,1,1,425.75,1.75,346.5
2022-09-29,1,1,1,1,346.75,167.75,310.25
2022-09-30,1,0,0,1,325.75,43.75,332.5
2022-10-03,1,0,1,1,436.25,76.25,317.75
2022-10-04,1,1,0,0,383.0,225.5,162.0
2022-10-05,0,1,0,1,187.75,157.5,343.0
2022-10-06,0,0,1,0,224.5,45.75,195.25
2022-10-07,1,1,0,1,490.25,196.75,307.25
2022-10-10,0,0,0,1,156.25,10.0,249.0
2022-10-11,0,0,0,1,190.5,61.0,272.5
2022-10-12,0,0,0,0,143.0,21.75,139.75
2022-10-13,1,1,0,1,614.75,313.5,657.75
2022-10-14,1,0,1,1,512.25,98.5,481.0
2022-10-17,1,1,1,0,444.0,253.5,146.5
2022-10-18,0,1,0,1,253.25,292.75,350.25
2022-10-19,0,0,1,0,277.75,73.25,234.25
2022-10-20,0,0,0,1,211.25,43.75,288.0
2022-10-21,1,0,0,1,449.25,43.25,380.25
2022-10-24,0,0,1,1,270.0,5.25,307.75
2022-10-25,0,0,0,0,302.25,35.75,212.75
2022-10-26,0,1,0,1,155.25,238.5,270.5
2022-10-27,1,0,0,1,613.25,52.5,244.25
2022-10-28,1,0,0,1,565.0,27.25,399.0
2022-10-31,0,0,1,0,163.5,96.0,155.75
2022-11-01,0,1,0,1,325.5,147.0,303.5
2022-11-02,1,0,0,1,482.0,0.75,522.5
2022-11-03,0,0,1,0,278.75,109.5,180.5
2022-11-04,0,1,0,1,303.25,207.75,311.5
2022-11-07,0,0,0,0,217.0,45.75,191.0
2022-11-08,0,0,0,1,150.0,62.5,303.25
2022-11-09,0,0,0,0,339.0,75.75,227.25
2022-11-10,1,1,0,1,868.0,525.5,376.0
2022-11-11,0,0,1,1,239.75,3.75,307.25
2022-11-14,0,0,0,0,85.25,87.75,196.5
2022-11-15,0,1,0,1,357.0,279.25,299.0
2022-11-16,0,0,0,0,224.75,82.25,130.75
2022-11-17,0,1,0,0,300.25,189.25,231.5
2022-11-18,0,0,0,0,172.0,125.5,236.25
2022-11-21,0,0,0,0,171.5,58.5,146.5
2022-11-22,0,0,0,0,229.0,30.0,231.75
2022-11-23,0,0,0,0,161.75,2.0,151.0
2022-11-24,0,0,0,0,60.75,45.75,26.25
2022-11-25,0,0,0,0,133.75,111.75,61.75
2022-11-28,0,0,0,0,137.75,80.5,213.5
2022-11-29,0,0,0,0,198.0,11.25,173.75
2022-11-30,1,0,0,1,580.0,11.25,555.0
2022-12-01,0,0,1,0,140.5,5.0,201.0
2022-12-02,0,1,0,0,327.75,214.0,210.5
2022-12-05,0,0,0,0,223.75,92.25,227.0
2022-12-06,0,0,0,1,292.5,3.25,303.75
2022-12-07,0,0,0,0,172.75,53.25,155.75
2022-12-08,0,0,0,0,223.75,57.75,208.5
2022-12-09,0,0,0,0,231.5,44.25,168.5
2022-12-12,0,0,0,0,194.25,6.5,184.75
2022-12-13,1,1,0,1,533.0,574.0,457.25
2022-12-14,0,0,1,1,165.0,27.25,340.75
2022-12-15,1,1,1,1,461.75,177.0,311.5
2022-12-16,0,0,0,0,178.5,31.5,216.0
2022-12-19,0,0,0,0,233.25,12.25,227.75
2022-12-20,0,0,0,0,185.0,54.5,181.0
2022-12-21,0,0,0,0,174.5,41.75,208.75
2022-12-22,0,0,0,1,356.5,133.25,337.5
2022-12-23,0,0,1,0,164.0,58.0,187.5
2022-12-27,0,0,0,0,273.25,27.5,160.25
2022-12-28,0,0,0,1,190.25,18.25,238.25
2022-12-29,0,0,0,0,264.25,115.0,215.0
2022-12-30,0,0,0,0,147.75,120.75,170.0
2023-01-03,0,0,0,1,249.5,96.5,337.5
2023-01-04,0,0,1,0,128.0,91.25,204.75
2023-01-05,0,0,0,0,230.25,74.25,122.5
2023-01-06,1,0,0,1,369.0,70.25,399.5
2023-01-09,0,0,1,0,85.25,85.25,224.5
2023-01-10,0,0,0,0,195.0,44.75,165.25
2023-01-11,0,0,0,0,237.5,38.25,188.75
2023-01-12,0,0,0,1,291.5,14.25,264.25
2023-01-13,0,0,0,0,221.25,106.75,210.75
2023-01-16,0,0,0,0,128.0,17.25,50.5
2023-01-17,0,0,0,0,108.0,34.25,135.75
2023-01-18,0,0,0,1,254.0,67.75,288.75
2023-01-19,0,0,0,0,142.0,72.0,146.0
2023-01-20,0,0,0,1,315.25,67.75,303.0
2023-01-23,0,0,0,1,286.25,28.25,311.25
2023-01-24,0,0,1,0,174.25,71.25,113.75
2023-01-25,0,1,0,1,275.0,193.0,298.0
2023-01-26,0,1,0,0,246.0,142.75,207.5
2023-01-27,0,0,0,1,215.25,57.75,266.25
2023-01-30,0,1,0,0,282.0,140.25,183.5
2023-01-31,0,0,0,0,283.5,3.25,186.75
2023-02-01,1,0,0,1,440.25,10.0,461.0
2023-02-02,1,1,1,1,448.75,261.25,287.25
2023-02-03,0,1,0,1,211.0,280.5,319.5
2023-02-06,0,0,1,0,148.25,114.5,152.25
2023-02-07,1,0,0,1,297.0,9.25,359.5
2023-02-08,0,0,1,1,278.5,58.5,239.75
2023-02-09,1,1,0,1,310.75,179.25,363.5
2023-02-10,0,0,1,0,181.0,92.5,178.75
2023-02-13,0,0,0,1,285.0,56.25,215.75
2023-02-14,0,0,0,1,225.75,71.0,282.75
2023-02-15,0,0,0,0,225.75,77.75,210.25
2023-02-16,1,1,0,1,337.25,210.0,218.5
2023-02-17,0,0,0,0,126.25,92.0,158.0
2023-02-20,0,0,0,0,71.75,2.25,33.0
2023-02-21,0,1,0,0,281.75,138.0,199.75
2023-02-22,0,0,0,0,117.25,22.0,156.5
2023-02-23,0,1,0,1,110.5,149.5,232.25
2023-02-24,0,1,0,0,241.0,212.0,120.25
2023-02-27,0,0,0,0,165.5,133.5,131.0
2023-02-28,0,0,0,0,123.5,27.75,132.5
2023-03-01,0,0,0,0,186.5,12.25,155.0
2023-03-02,0,0,0,1,241.75,108.25,250.0
2023-03-03,1,0,0,1,317.5,68.5,211.0
2023-03-06,0,0,0,0,106.75,48.75,171.5
2023-03-07,0,0,0,1,215.75,0.5,225.25
2023-03-08,0,0,0,0,101.5,15.75,146.0
2023-03-09,0,0,0,1,286.0,15.25,376.75
2023-03-10,0,0,1,1,283.75,11.5,283.0
2023-03-13,1,0,0,1,418.75,70.25,381.75
2023-03-14,1,1,1,0,312.5,278.0,187.75
2023-03-15,1,0,0,1,311.75,117.75,255.5
2023-03-16,1,0,0,1,392.75,47.0,420.0
2023-03-17,0,0,1,1,125.0,5.5,241.0
2023-03-20,0,0,0,0,224.5,24.0,178.75
2023-03-21,0,0,0,0,209.5,82.5,185.75
2023-03-22,0,0,0,1,210.5,4.5,385.75
2023-03-23,0,1,1,1,198.25,156.25,298.0
2023-03-24,0,0,0,0,171.75,20.5,170.0
2023-03-27,0,0,0,0,179.25,25.0,199.5
2023-03-28,0,0,0,0,105.75,23.5,142.25
2023-03-29,0,1,0,0,227.5,154.5,139.0
2023-03-30,0,0,0,0,168.0,95.75,100.75
2023-03-31,0,0,0,1,254.25,7.0,233.5
2023-04-03,0,0,0,0,96.25,91.0,124.5
2023-04-04,0,0,0,0,128.25,16.5,158.0
2023-04-05,0,0,0,0,182.25,49.25,176.5
2023-04-06,0,0,0,1,188.25,67.25,238.75
2023-04-10,0,0,0,0,172.5,128.0,197.25
2023-04-11,0,0,0,0,134.25,4.75,109.0
2023-04-12,1,0,0,1,289.0,79.75,243.0
2023-04-13,0,0,0,0,285.25,69.5,208.75
2023-04-14,0,0,0,0,116.5,71.25,199.0
2023-04-17,0,0,0,0,61.75,18.0,129.0
2023-04-18,0,0,0,0,153.5,90.75,159.5
2023-04-19,0,0,0,0,127.0,103.75,148.75
2023-04-20,0,0,0,0,141.25,132.0,177.75
2023-04-21,0,0,0,0,103.0,19.75,139.0
2023-04-24,0,0,0,0,85.25,10.5,166.75
2023-04-25,0,0,0,1,258.75,71.0,209.5
2023-04-26,0,1,0,0,116.5,141.25,149.5
2023-04-27,1,1,0,1,395.5,158.5,240.0
2023-04-28,0,0,0,0,168.0,11.0,152.0
2023-05-01,0,0,0,0,83.0,22.5,104.25
2023-05-02,0,0,0,1,170.75,2.5,202.25
2023-05-03,0,0,0,1,152.0,14.25,218.0
2023-05-04,0,0,0,0,146.0,17.5,129.5
2023-05-05,0,0,0,1,273.25,91.0,234.5
2023-05-08,0,0,0,0,66.5,22.75,113.5
2023-05-09,0,0,0,0,87.5,73.5,68.25
2023-05-10,0,0,0,1,220.75,100.5,185.25
2023-05-11,0,0,0,0,64.5,16.25,110.5
2023-05-12,0,0,0,0,126.5,20.75,177.25
2023-05-15,0,0,0,0,122.5,19.5,127.75
2023-05-16,0,0,0,0,83.25,35.75,119.75
2023-05-17,0,0,0,1,179.25,43.0,194.25
2023-05-18,1,0,0,1,285.5,9.0,248.25
2023-05-19,0,0,1,0,129.5,8.25,114.75
2023-05-22,0,0,0,0,125.0,9.75,99.75
2023-05-23,0,0,0,0,258.5,74.0,169.0
2023-05-24,0,0,0,0,217.25,82.5,139.0
2023-05-25,0,1,0,1,190.75,301.25,180.25
2023-05-26,1,0,0,1,447.75,40.25,354.0
2023-05-29,0,0,1,0,78.5,45.25,43.5
2023-05-30,0,1,0,1,191.75,103.75,223.5
2023-05-31,0,0,0,0,148.0,66.75,159.75
2023-06-01,0,0,0,1,252.0,3.75,276.25
2023-06-02,0,0,1,0,117.0,69.75,157.75
2023-06-05,0,0,0,0,81.25,10.75,151.5
2023-06-06,0,0,0,0,59.5,26.75,119.0
2023-06-07,1,0,0,1,299.75,8.0,370.0
2023-06-08,1,0,1,1,270.0,6.0,195.5
2023-06-09,0,0,0,1,111.5,61.75,192.0
2023-06-12,1,0,0,1,273.0,66.5,222.0
2023-06-13,0,1,0,0,173.25,294.25,167.25
2023-06-14,0,0,0,1,163.0,0.75,239.75
2023-06-15,1,0,1,1,318.75,62.0,326.75
2023-06-16,0,1,1,1,199.75,93.75,216.75
2023-06-19,0,0,0,0,88.0,23.25,22.75
2023-06-20,0,0,0,1,89.0,25.25,184.0
2023-06-21,0,0,0,1,237.25,52.0,216.75
2023-06-22,1,0,0,1,270.0,63.75,254.0
2023-06-23,0,1,1,0,216.0,170.0,170.75
2023-06-26,0,0,0,1,256.75,24.25,298.75
2023-06-27,0,0,1,1,246.5,60.0,251.5
2023-06-28,0,0,1,1,158.0,79.25,193.25
2023-06-29,0,0,0,0,104.25,20.5,116.25
2023-06-30,0,1,0,0,238.25,148.5,138.25
2023-07-03,0,0,0,0,64.0,24.5,82.25
2023-07-04,0,0,0,0,41.75,7.0,27.25
2023-07-05,0,0,0,0,108.25,50.75,139.25
2023-07-06,0,1,0,0,200.75,164.0,140.25
2023-07-07,0,0,0,1,137.25,15.0,187.75
2023-07-10,0,0,0,0,141.75,14.75,151.0
2023-07-11,0,0,0,1,90.75,11.75,170.75
2023-07-12,0,1,0,0,214.25,171.5,163.75
2023-07-13,1,1,0,1,256.5,124.0,189.0
2023-07-14,0,0,0,1,58.25,15.5,199.5
2023-07-17,0,0,0,1,183.75,26.75,178.0
2023-07-18,0,0,0,1,176.75,29.75,296.5
2023-07-19,0,0,1,0,97.25,40.0,151.5
2023-07-20,1,1,0,1,338.75,123.5,347.5
2023-07-21,0,1,1,1,178.0,100.0,197.25
2023-07-24,0,0,0,0,67.75,41.25,133.75
2023-07-25,0,0,0,0,182.5,25.0,147.75
2023-07-26,0,0,0,0,133.5,47.75,169.25
2023-07-27,1,1,0,1,286.5,221.75,391.5
2023-07-28,1,1,1,1,304.75,172.0,180.25
2023-07-31,0,0,0,0,125.25,10.75,104.75
2023-08-01,0,0,0,0,133.5,66.5,121.25
2023-08-02,1,1,0,1,343.75,149.0,255.5
2023-08-03,0,1,1,0,213.0,109.75,172.75
2023-08-04,0,0,0,1,204.0,80.75,273.75
2023-08-07,0,0,1,0,130.25,75.25,156.25
2023-08-08,0,1,0,0,179.25,107.0,163.25
2023-08-09,0,0,0,1,252.5,10.75,224.0
2023-08-10,0,1,0,1,164.5,121.0,305.75
2023-08-11,0,0,1,0,188.75,109.25,137.0
2023-08-14,1,0,0,1,262.25,33.25,237.25
2023-08-15,0,0,0,1,238.5,47.5,183.25
2023-08-16,0,0,0,1,243.75,25.5,206.25
2023-08-17,1,0,0,1,279.25,54.75,254.0
2023-08-18,0,1,1,1,171.25,140.0,193.5
2023-08-21,1,0,0,1,266.75,58.25,225.5
2023-08-22,0,0,0,0,175.5,104.75,161.25
2023-08-23,1,0,0,1,400.5,48.5,243.25
2023-08-24,1,1,0,1,601.0,136.75,484.25
2023-08-25,0,0,1,1,207.5,38.0,296.25
2023-08-28,0,0,1,0,134.0,120.5,143.25
2023-08-29,1,0,0,1,379.25,14.0,367.75
2023-08-30,0,0,1,0,153.5,3.5,150.25
2023-08-31,0,0,0,0,91.5,9.25,118.0
2023-09-01,0,0,0,1,159.25,101.25,198.5
2023-09-04,0,0,0,0,69.75,35.0,66.75
2023-09-05,0,0,0,0,120.75,41.75,143.75
2023-09-06,0,0,0,1,150.0,34.25,203.75
2023-09-07,0,1,0,0,212.5,197.75,153.25
2023-09-08,0,0,0,0,121.5,4.25,135.0
2023-09-11,0,1,0,0,185.75,124.5,159.25
2023-09-12,0,1,0,0,187.25,125.5,174.75
2023-09-13,0,0,0,0,168.75,6.0,166.0
2023-09-14,0,0,0,1,135.25,64.75,183.75
2023-09-15,1,0,0,1,337.75,61.75,271.0
2023-09-18,0,0,1,0,100.75,35.5,117.5
2023-09-19,0,0,0,0,97.5,58.25,159.5
2023-09-20,1,0,0,1,308.75,42.0,287.0
2023-09-21,1,1,1,0,309.5,163.5,160.75
2023-09-22,0,0,0,1,137.0,75.75,174.5
2023-09-25,0,0,0,0,173.5,42.25,156.5
2023-09-26,0,0,0,1,245.5,111.75,179.75
2023-09-27,0,0,0,1,83.0,44.25,234.0
2023-09-28,0,0,0,1,208.25,49.0,291.75
2023-09-29,0,1,1,1,185.0,143.5,249.75
2023-10-02,0,0,0,1,186.25,6.25,199.0
2023-10-03,1,0,0,1,322.0,108.75,322.5
2023-10-04,1,0,1,1,330.75,33.25,221.5
2023-10-05,0,0,0,1,108.25,10.0,210.5
2023-10-06,1,1,0,1,481.25,129.5,458.5
2023-10-09,0,0,1,1,231.0,100.75,263.5
2023-10-10,0,0,0,1,115.0,9.75,203.5
2023-10-11,0,0,0,0,144.0,55.0,134.5
2023-10-12,0,0,0,1,134.5,16.0,253.25
2023-10-13,0,0,0,1,247.25,27.5,305.0
2023-10-16,0,0,1,0,225.75,54.25,169.25
2023-10-17,0,1,0,1,170.0,154.75,259.25
2023-10-18,0,0,0,1,219.25,110.25,245.0
2023-10-19,0,0,0,1,267.0,64.0,286.0
2023-10-20,0,0,1,1,242.75,23.75,234.25
2023-10-23,0,0,0,1,232.5,59.5,340.0
2023-10-24,0,0,1,0,230.0,72.0,172.0
2023-10-25,1,0,0,1,414.5,105.0,297.25
2023-10-26,0,0,1,1,251.5,55.75,322.75
2023-10-27,0,1,1,0,99.5,112.25,198.0
2023-10-30,0,0,0,0,120.0,99.0,170.0
2023-10-31,0,0,0,0,170.25,0.5,192.25
2023-11-01,1,0,0,1,350.25,30.5,246.75
2023-11-02,0,1,0,0,256.0,177.75,139.75
2023-11-03,0,0,0,0,265.5,51.75,188.25
2023-11-06,0,0,0,0,60.5,30.0,119.5
2023-11-07,0,0,0,0,206.0,42.25,188.25
2023-11-08,0,0,0,0,53.75,13.5,131.25
2023-11-09,0,0,0,1,158.75,20.0,216.5
2023-11-10,1,0,0,1,409.25,69.5,299.5
2023-11-13,0,0,1,0,91.5,67.75,124.25
2023-11-14,1,1,0,0,353.75,264.5,128.75
2023-11-15,0,0,0,0,217.0,78.25,144.75
2023-11-16,0,0,0,0,82.75,39.5,109.5
2023-11-17,0,0,0,0,60.75,34.75,115.5
2023-11-20,0,0,0,1,252.5,2.5,222.0
2023-11-21,0,0,0,0,210.5,75.75,104.25
2023-11-22,0,0,0,0,136.75,81.0,168.0
2023-11-23,0,0,0,0,52.75,15.5,23.0
2023-11-24,0,0,0,0,51.75,34.0,71.5
2023-11-27,0,0,0,0,83.0,11.75,118.75
2023-11-28,0,0,0,0,113.5,33.0,113.25
2023-11-29,0,0,0,1,147.5,99.5,194.25
2023-11-30,0,0,0,1,141.25,6.75,195.75
2023-12-01,0,0,0,0,118.5,47.25,185.5
2023-12-04,0,1,0,0,178.5,162.75,164.0
2023-12-05,0,0,0,0,164.75,80.25,178.5
2023-12-06,0,1,0,1,228.0,121.75,237.0
2023-12-07,0,1,0,0,244.25,119.25,177.75
2023-12-08,0,0,0,0,209.25,79.25,172.25
2023-12-11,0,0,0,0,205.25,21.0,177.75
2023-12-12,0,1,0,0,160.25,210.25,183.0
2023-12-13,0,0,0,1,196.5,32.25,230.0
2023-12-14,0,0,0,1,145.75,40.75,250.0
2023-12-15,0,0,0,0,100.5,32.25,124.5
2023-12-18,0,0,0,0,136.5,26.75,142.25
2023-12-19,0,0,0,0,118.5,14.5,83.0
2023-12-20,1,0,0,1,288.75,35.0,313.0
2023-12-21,0,1,1,0,181.25,158.25,151.5
2023-12-22,0,0,0,0,122.75,48.5,145.25
2023-12-26,0,0,0,0,131.5,29.25,106.25
2023-12-27,0,0,0,0,60.0,8.0,72.0
2023-12-28,0,0,0,0,79.75,32.0,81.0
2023-12-29,0,0,0,0,127.75,1.75,169.75
2024-01-02,1,1,0,1,324.5,157.0,251.5
2024-01-03,0,1,1,0,213.0,111.0,131.5
2024-01-04,0,0,0,0,150.0,87.25,148.25
2024-01-05,0,0,0,1,135.0,5.0,173.5
2024-01-08,1,0,0,1,427.75,48.25,306.25
2024-01-09,0,1,1,1,179.25,132.5,207.75
2024-01-10,0,0,0,1,152.0,8.25,181.5
2024-01-11,0,0,0,1,163.75,43.0,290.0
2024-01-12,0,0,1,0,142.25,43.0,129.25
2024-01-15,0,0,0,0,84.75,14.25,44.0
2024-01-16,0,0,0,1,169.5,51.0,179.0
2024-01-17,0,1,0,1,175.75,142.75,196.25
2024-01-18,1,1,0,1,289.0,128.0,183.5
2024-01-19,1,0,0,1,364.75,81.5,282.0
2024-01-22,0,0,1,0,137.75,85.5,150.5
2024-01-23,0,0,0,0,136.75,27.25,129.75
2024-01-24,0,1,0,1,142.5,163.5,189.75
2024-01-25,0,0,0,1,149.0,97.75,210.25
2024-01-26,0,0,1,0,145.75,80.0,130.25
2024-01-29,1,0,0,1,254.25,19.5,196.25
2024-01-30,1,0,0,0,269.25,46.5,136.75
2024-01-31,1,1,0,1,247.0,184.0,252.25
2024-02-01,1,0,1,1,382.75,69.0,189.5
2024-02-02,1,0,0,1,247.25,68.25,309.75
2024-02-05,0,0,1,1,76.0,7.0,191.25
2024-02-06,0,0,0,1,127.25,44.25,206.75
2024-02-07,0,0,0,0,231.25,111.75,157.75
2024-02-08,0,0,0,0,74.25,5.75,89.0
2024-02-09,0,0,0,1,190.25,43.75,195.75
2024-02-12,0,0,0,1,148.5,9.5,185.25
2024-02-13,1,1,0,1,347.75,335.25,245.75
2024-02-14,0,0,1,1,211.5,108.5,196.5
2024-02-15,0,0,0,0,124.75,18.75,152.5
2024-02-16,1,0,0,1,311.5,12.75,216.75
2024-02-19,0,0,1,0,78.0,42.5,35.0
2024-02-20,0,1,0,1,215.25,126.75,271.5
2024-02-21,1,0,1,0,306.25,117.25,169.5
2024-02-22,1,1,0,1,369.5,359.25,223.0
2024-02-23,0,0,1,1,156.5,61.0,199.0
2024-02-26,0,0,0,0,106.0,31.0,93.75
2024-02-27,0,0,0,0,112.75,41.0,124.0
2024-02-28,0,0,0,0,173.5,94.0,98.75
2024-02-29,1,0,0,1,255.5,112.75,211.0
2024-03-01,1,0,0,1,305.25,29.75,279.0
2024-03-04,0,0,1,0,144.75,4.75,94.75
2024-03-05,1,1,0,1,325.0,124.5,302.5
2024-03-06,0,1,1,1,163.5,172.25,210.75
2024-03-07,1,1,0,1,396.75,137.75,241.0
2024-03-08,1,0,1,1,337.25,9.75,424.0
2024-03-11,0,0,1,0,139.25,64.25,135.0
2024-03-12,0,1,0,1,282.0,340.75,317.0
2024-03-13,0,0,1,0,181.5,47.5,148.0
2024-03-14,0,0,0,1,173.0,44.25,236.75
2024-03-15,0,0,0,0,266.5,126.0,168.5
2024-03-18,0,1,0,0,233.75,226.25,161.75
2024-03-19,0,0,0,1,208.75,85.75,236.25
2024-03-20,1,0,0,1,318.0,48.0,253.75
2024-03-21,0,1,1,0,169.5,203.25,156.25
2024-03-22,0,0,0,0,113.5,21.25,125.75
2024-03-25,0,0,0,0,144.5,113.5,156.75
2024-03-26,0,0,0,0,171.25,59.0,170.0
2024-03-27,0,0,0,1,104.25,115.75,193.5
2024-03-28,0,0,0,0,80.5,7.0,91.5
2024-04-01,0,0,0,1,133.5,38.0,192.75
2024-04-02,0,1,0,0,245.25,207.5,144.75
2024-04-03,0,0,0,1,167.25,90.0,213.0
2024-04-04,1,1,0,1,497.0,170.75,505.75
2024-04-05,0,0,1,1,269.75,62.5,305.25
2024-04-08,0,0,1,0,126.25,37.0,139.75
2024-04-09,0,0,0,1,153.75,93.75,244.75
2024-04-10,1,1,1,0,416.0,222.25,125.0
2024-04-11,1,0,0,1,410.5,73.75,350.25
2024-04-12,1,1,1,1,339.25,185.0,223.25
2024-04-15,1,1,0,1,507.25,153.75,497.5
2024-04-16,0,0,1,0,126.75,8.25,170.0
2024-04-17,1,0,0,1,329.5,80.5,343.5
2024-04-18,0,0,1,1,266.0,18.5,224.0
2024-04-19,1,0,0,1,395.0,50.5,402.5
2024-04-22,0,0,1,1,160.0,106.25,299.25
2024-04-23,1,0,1,1,381.25,78.0,243.0
2024-04-24,0,0,0,1,274.25,123.0,228.5
2024-04-25,1,1,0,1,496.0,304.25,297.5
2024-04-26,0,0,1,1,170.75,129.75,233.0
2024-04-29,0,0,0,0,79.0,82.25,157.75
2024-04-30,1,0,0,1,447.75,69.0,331.5
2024-05-01,0,0,1,1,117.0,62.0,392.75
2024-05-02,0,1,1,1,271.25,151.25,299.75
2024-05-03,0,1,1,0,310.0,309.75,156.5
2024-05-06,0,0,0,0,218.0,72.75,155.75
2024-05-07,0,0,0,0,64.75,13.25,102.0
2024-05-08,0,0,0,0,144.0,112.5,163.25
2024-05-09,0,0,0,0,135.75,3.25,131.0
2024-05-10,0,0,0,0,93.5,58.5,159.75
2024-05-13,0,0,0,0,106.75,78.25,102.0
2024-05-14,0,0,0,0,251.25,21.5,168.5
2024-05-15,0,0,0,1,303.0,98.0,259.5
2024-05-16,0,0,0,0,105.75,14.75,117.0
2024-05-17,0,0,0,0,69.5,0.25,132.0
2024-05-20,0,0,0,0,143.0,5.25,159.25
2024-05-21,0,0,0,0,126.5,80.25,130.75
2024-05-22,0,0,0,0,204.0,7.5,154.5
2024-05-23,1,1,0,1,343.5,187.75,361.0
2024-05-24,0,0,1,0,202.5,65.75,194.25
2024-05-27,0,0,0,0,55.0,5.25,81.25
2024-05-28,0,0,0,0,95.5,30.75,126.25
2024-05-29,0,1,0,0,211.25,177.5,119.0
2024-05-30,0,0,0,1,233.0,46.25,221.25
2024-05-31,0,0,0,1,183.0,2.25,389.5
2024-06-03,0,0,1,1,177.25,114.0,319.5
2024-06-04,0,0,1,1,203.0,14.5,185.5
2024-06-05,1,0,0,1,395.5,147.25,280.0
2024-06-06,0,0,0,0,79.5,25.75,98.0
2024-06-07,0,0,0,0,210.0,25.25,163.0
2024-06-10,0,0,0,0,141.25,52.0,152.25
2024-06-11,0,0,0,1,228.75,54.5,252.5
2024-06-12,1,1,0,1,380.0,159.25,214.0
2024-06-13,0,0,0,0,107.5,145.0,163.75
2024-06-14,0,0,0,0,198.5,15.25,134.25
2024-06-17,0,1,0,1,268.5,270.5,367.5
2024-06-18,0,0,1,0,112.0,5.25,102.0
2024-06-19,0,0,0,0,47.5,42.5,28.75
2024-06-20,1,0,0,1,344.25,14.75,305.0
2024-06-21,0,0,1,0,138.0,18.25,159.0
2024-06-24,0,0,0,1,302.0,53.25,255.0
2024-06-25,0,0,0,0,248.0,85.25,188.75
2024-06-26,0,0,0,0,169.5,38.25,116.0
2024-06-27,0,0,0,0,206.25,14.5,162.25
2024-06-28,0,0,0,1,241.5,22.5,367.25
2024-07-01,0,0,1,1,158.75,38.5,262.5
2024-07-02,1,0,0,1,347.5,67.0,283.0
2024-07-03,0,0,0,1,77.75,40.0,219.5
2024-07-04,0,0,0,0,30.5,13.5,36.75
2024-07-05,0,0,0,1,261.0,60.0,211.75
2024-07-08,0,0,0,0,108.0,10.0,100.25
2024-07-09,0,0,0,0,77.0,56.75,155.75
2024-07-10,0,0,0,1,214.75,78.5,214.5
2024-07-11,1,0,0,1,575.0,0.75,526.0
2024-07-12,0,0,1,1,230.25,13.75,315.75
2024-07-15,0,0,1,1,145.75,69.75,290.25
2024-07-16,0,0,0,1,113.5,55.75,220.0
2024-07-17,1,1,0,1,632.0,339.75,293.5
2024-07-18,1,1,1,1,298.0,149.0,390.5
2024-07-19,1,0,1,1,287.0,25.0,322.75
2024-07-22,1,1,1,1,294.25,242.25,235.25
2024-07-23,0,0,0,0,147.5,40.25,181.0
2024-07-24,1,1,0,1,695.75,284.5,488.5
2024-07-25,1,0,1,1,364.25,12.5,507.0
2024-07-26,0,1,1,1,242.5,172.5,258.25
2024-07-29,0,0,0,1,194.0,109.0,264.25
2024-07-30,1,0,0,1,566.75,78.25,516.75
2024-07-31,1,1,1,1,783.25,431.75,263.0
2024-08-01,1,0,0,1,864.5,29.25,813.75
2024-08-02,1,1,1,1,480.5,376.75,375.5
2024-08-05,1,1,1,1,1048.0,998.75,780.0
2024-08-06,1,0,1,1,417.75,56.75,521.75
2024-08-07,1,1,1,1,628.25,282.25,607.5
2024-08-08,1,1,1,1,849.5,253.0,491.0
2024-08-09,0,0,1,1,269.5,68.0,270.5
2024-08-12,0,0,0,0,180.0,31.25,241.5
2024-08-13,1,1,0,1,493.0,177.25,297.0
2024-08-14,0,0,0,1,158.5,35.75,278.25
2024-08-15,1,1,0,1,491.75,244.25,267.25
2024-08-16,0,0,0,0,237.75,84.75,200.0
2024-08-19,0,0,0,1,347.75,1.0,332.25
2024-08-20,0,0,0,0,128.5,42.5,181.75
2024-08-21,0,0,0,0,140.5,30.25,210.75
2024-08-22,1,0,0,1,437.25,92.0,483.75
2024-08-23,0,1,1,1,187.0,171.0,311.25
2024-08-26,0,0,0,1,298.25,25.75,295.0
2024-08-27,0,0,0,0,184.75,69.75,252.75
2024-08-28,1,0,0,1,463.0,25.75,379.0
2024-08-29,0,0,1,1,377.5,76.0,355.0
2024-08-30,0,0,0,0,233.0,166.0,263.0
2024-09-02,0,0,0,0,126.5,8.5,82.0
2024-09-03,1,0,0,1,714.0,169.0,572.25
2024-09-04,0,0,1,1,182.75,134.0,279.0
2024-09-05,0,0,0,1,204.0,70.75,308.25
2024-09-06,1,0,0,1,635.25,45.75,538.5
2024-09-09,0,0,1,0,348.25,170.5,232.75
2024-09-10,0,0,0,1,282.75,69.75,287.0
2024-09-11,1,0,0,1,563.75,47.5,745.75
2024-09-12,0,0,1,1,231.0,4.25,298.0
2024-09-13,0,0,0,0,122.75,42.5,181.0
2024-09-16,0,0,0,0,130.0,92.5,165.0
2024-09-17,0,1,0,0,187.25,357.25,276.0
2024-09-18,0,0,0,1,171.75,48.75,339.0
2024-09-19,0,1,0,0,457.25,468.75,239.75
2024-09-20,0,0,0,0,93.75,46.75,224.0
2024-09-23,0,0,0,0,209.0,43.5,108.25
2024-09-24,0,0,0,0,167.0,58.75,262.75
